./.agent-context/tier1-critical/01_SRC_DOC_4_TERMUX.txt	399584
./.agent-context/tier1-critical/02_doc_229.txt	12355
./.agent-context/tier1-critical/03_Aesthetic_Mandate.txt	22064
./.agent-context/tier1-critical/04_AI_CHECKPOINT_FINAL.txt	1572831
./.agent-context/tier1-critical/05_AI_INFORMATION_INTUITION.md	26047
./.agent-context/tier1-critical/06_AI_READY_CHECKPOINT.txt	1724056
./.agent-context/tier1-critical/07_AIM_BLUEPRINT.txt	20674
./.agent-context/tier1-critical/08_CLAUDE_ASSESSMENT_v1.md	13228
./.agent-context/tier1-critical/09_CLAUDE_ASSESSMENT_v2.md	15520
./.agent-context/tier1-critical/10_COMPARISON.txt	38959
./.agent-context/tier1-critical/11_First_Future_Feature.txt	11324
./.agent-context/tier1-critical/12_gdrive_raw_FULL_inventory.txt	6534
./.agent-context/tier1-critical/13_GEMINI_CLI_OMEGA_PROMPT.txt	43126
./.agent-context/tier1-critical/14_4_LAYER_UI_UX_INVENTORY.txt	14873
./.agent-context/tier1-critical/15_IMPOSSIBLE_TARGETS.txt	4146
./.agent-context/tier1-critical/16_PROJECT_HANDOFF_CONTEXT.md	11881
./.agent-context/tier1-critical/17_SRC_DOC_8_COMBINED.txt	9666
./.agent-context/tier2-large/01_CONTRADICTION_MAP.txt	164769
./.agent-context/tier2-large/02_DRIVE_NOT_LOCAL_RAW.txt	32123
./.agent-context/tier2-large/03_TERMINAL_COMMANDS_RECOVERY.pdf	32975
./.agent-context/tier2-large/04_NEW_SEC_DOC_v1.txt	32142
./.agent-context/tier2-large/05_NEW_SEC_DOC_v2.txt	43659
./.agent-context/tier2-large/06_NOS_INTEGRATION_BLUEPRINT.txt	55932
./.agent-context/tier3-checkpoints/01_NOS_Master_Blueprints.txt	46457
./.agent-context/tier3-checkpoints/02_NOS_Master_Diagnostic.txt	57625
./.agent-context/tier3-checkpoints/03_Project_Checkpoint_2.txt	70787
./.agent-context/tier3-checkpoints/04_Termux_Checkpoint_Gemini.txt	30774
./.env.local	1339
./.github/workflows/build-and-deploy.yml	388
./.gitignore	629
./.nos/archive/audits/export_audit.txt	11080
./.nos/archive/audits/import_audit.txt	30065
./.nos/archive/build/Build	0
./.nos/archive/drafts/globals.css.bak	4741
./.nos/archive/drafts/layout.tsx.bak	1458
./.nos/archive/drafts/page.tsx.bak	2791
./.nos/archive/drafts/parse-by-meaning.js.draft	9476
./.nos/archive/dumps/NOS_Core_Engine_Discovery_Dump.txt	1529
./.nos/archive/dumps/NOS_Critical_Files_Dump.txt	29064
./.nos/archive/dumps/NOS_Layout_Search_Discovery_Dump.txt	6385
./.nos/archive/dumps/NOS_Panel_Runtime_EMA_Dump.txt	1272
./.nos/archive/dumps/NOS_Remaining_23_Matrix_Dump.txt	5034
./.nos/archive/dumps/NOS_Responsive_Style_Config_Dump.txt	5125
./.nos/archive/dumps/NOS_Runtime_Discovery_Dump.txt	12219
./.nos/archive/dumps/full_codebase_dump.txt	259409
./.nos/archive/dumps/system_logic_audit.txt	11820
./.nos/archive/dumps/ui_ux_dump.txt	194151
./.nos/archive/logs/build.log	1370
./.nos/archive/logs/build_debug.txt	1042
./.nos/archive/logs/tsc.log	1953
./.nos/archive/system/React_Component_Dumps/Layer2Cinema.tsx.dump	7227
./.nos/archive/system/React_Component_Dumps/Layer3Canvas.tsx.dump	7419
./.nos/archive/system/React_Component_Dumps/Layer4Panel.tsx.dump	17455
./.nos/archive/system/React_Component_Dumps/ManuscriptCore.tsx.dump	11933
./.nos/archive/system/React_Component_Dumps/chapters_route.ts.dump	2227
./.nos/archive/system/React_Component_Dumps/page.tsx.dump	5291
./.nos/archive/system/session_logs/SESSION_2026-05-12.log	0
./.nos/runtime/active_dualisms.json	0
./.nos/runtime/active_state.json	69
./.sandbox/drive_updated.json	387310
./.sandbox/emotion_audit.txt	535145
./.sandbox/file_list.txt	6501
./.sandbox/final_ch7_metadata.json	4877
./.sandbox/full_audit_list.txt	7768
./.sandbox/nos_connection_test.txt	364
./.sandbox/nos_full_audit.txt	33945
./.sandbox/nos_full_handshake_report.txt	265
./.sandbox/nos_identity_audit.txt	2613
./.sandbox/nos_logic_dump.txt	317
./.sandbox/nos_nervous_system_audit.txt	397
./.sandbox/nos_omni_handshake.txt	667
./.sandbox/nos_repair_report.txt	180
./.sandbox/project_dump.txt	45116
./.vercel/.env.production.local	1844
./.vercel/README.txt	520
./.vercel/project.json	285
./.vercel/repo.json	222
./.vercelignore	39
./AGENTS.md	19303
./AGENTS_README.md	240
./AGENT_READ_CONTEXT_INDEX.md	3621
./Build	0
./GEMINI.md	2596
./NOS_Core_Engine_Discovery_Dump.txt	1529
./NOS_Critical_Files_Dump.txt	29064
./NOS_Layout_Search_Discovery_Dump.txt	6385
./NOS_Panel_Runtime_EMA_Dump.txt	1272
./NOS_Remaining_23_Matrix_Dump.txt	5034
./NOS_Responsive_Style_Config_Dump.txt	5125
./NOS_Runtime_Discovery_Dump.txt	12219
./README.md	343
./ULTIMATE_OMEGA_DIRECTIVE.md	6195
./build.log	1370
./build_debug.txt	1042
./data/source_archive/name_matched_google_docs/2026-06-13T03-48-42-000Z/local-name-targets.json	118124
./docs/ai-context/CONTEXT_PRIORITY.md	620
./docs/ai-context/CURRENT_PROJECT_STATE.md	629
./docs/ai-context/DO_NOT_USE_OLD_FILES_BLINDLY.md	647
./eslint.config.js	137
./export_audit.txt	11080
./export_blueprints.sh	16195
./full_codebase_dump.txt	259409
./import_audit.txt	30065
./next-env.d.ts	201
./next.config.js	233
./nos_manifest.json	36678
./package-lock.json	209458
./package.json	1343
./parse-by-meaning.js.draft	9476
./postcss.config.js	93
./public/assets/bg.png	308260
./public/assets/boy-and-moon.png	2637228
./public/assets/flies.jpg	52005
./public/assets/megiddo1.jpg	33566
./public/assets/megiddo2.jpg	30357
./public/data/chapters/1.txt	21106
./public/data/chapters/10.txt	28345
./public/data/chapters/11.txt	26263
./public/data/chapters/13.txt	17060
./public/data/chapters/2.txt	19743
./public/data/chapters/24.txt	7543
./public/data/chapters/3.txt	20516
./public/data/chapters/4.txt	18833
./public/data/chapters/5.txt	20558
./public/data/chapters/6.txt	21547
./public/data/chapters/7.txt	27420
./public/data/chapters/8.txt	17241
./public/data/chapters/9.txt	27027
./reports/api-route-source-report.txt	9184
./reports/app-data-source-report.txt	1502
./reports/chapter-source-references.txt	117419
./reports/data-lineage-audit.txt	16978
./reports/db-lineage-report.txt	14286
./reports/derived-panel-references.txt	50817
./reports/ingestion-hash-references.txt	3044626
./reports/json-payload-shapes.txt	8212
./reports/local-docx-xml-files.txt	37
./reports/perfect_weight/01_file_manifest.tsv	0
./reports/perfect_weight/01_repo_inventory.md	5588
./reports/readme_docs_missing.json	496
./reports/readme_docs_stage_manifest.json	10807
./reports/readme_docs_staged_files.txt	2681
./run_nos_diagnostics.sh	3383
./scripts/archive-google-docs-by-local-names.mjs	16332
./scripts/build_files.sh	13846
./scripts/data-lineage-audit.sh	2203
./scripts/extract_deep_history.py	3562
./scripts/nos_audit.sh	3151
./scripts/nos_invoke.sh	368
./scripts/nos_sync.sh	1218
./scripts/perfect_weight/00_generate_perfection_scripts.py	17875
